2346	1280.9758383526805
2345	1267.9313939082363
2415	990.8538606537376
4546	803.6360004128427
2725	596.9610558252664
65633	293.00088669614973
12109	248.67243272494042
21511	243.13704273481366
19285	240.25204702876522
46194	227.88343902857824
65604	223.15766709497356
75278	212.98986932342962
14377	203.1028839696022
13147	196.29022177799266
78418	186.97373382150465
69236	185.80180843694774
79951	173.7058195914852
61262	165.58850045837656
9981	162.24559578822732
30653	157.46845811681723
20350	156.6664044142992
4528	155.4398210366631
53830	132.38389836284574
74036	129.34725372093794
79988	121.24076149169025
78447	120.84645725218478
7225	92.51979555131258
74846	87.53744843850109
25328	74.11848891848891
68716	70.5392089449365
68718	36.705983412299204
57243	28.559739291782634
11302	27.04778360041518
