19705	2528.398459967321
19669	2508.122071078432
24598	1839.744321724027
13382	1122.457068583649
12855	1121.4997074725381
14752	1070.3682673358776
13385	1028.2670838680724
12856	912.2324541527445
26578	270.38894529611827
24492	250.34655182100033
49230	234.99733853428702
24483	213.99700273854685
27525	192.1398620728401
26110	188.6309753850524
12658	180.1302446013882
24481	179.43102080381496
71904	170.7599309173942
47896	170.73534187883845
39972	166.69443501759685
17505	163.6730800067236
12579	163.16080015694374
27814	159.12478585670152
71648	154.9187344218962
69511	146.25931417453094
30016	132.74370520017195
74200	124.82685563211298
44236	121.25473482142212
3364	111.20246337662165
43899	104.10191579254077
67280	90.72877661418102
81347	83.71652988215487
27535	64.34744095515767
19626	58.48574786324786
35292	57.85177153470885
26257	57.335146849338024
7359	53.82039846197548
35258	51.607023115773124
11633	42.80295404880351
6596	39.94761029411765
36318	39.56497183372183
13135	38.49637445493676
73106	29.680555555555554
32470	28.181018518518517
19700	22.12342047930283
5418	19.666666666666668
5410	19.666666666666668
36435	18.014747474747473
33969	16.83119658119658
33964	16.83119658119658
81949	12.339166666666667
