73475	1266.3272201957486
3142	555.7681510432444
16727	479.89076522538784
75590	289.7215783907942
76669	268.4836185485689
75465	260.9321008666527
72899	231.06427193128826
72895	228.19927805151946
72826	208.83759044350077
83958	205.47409186615687
83312	203.9793696439346
43886	198.81605183257477
71186	195.93950383394943
58426	184.61355548442242
83332	180.25467048065295
8369	176.8507033048172
75487	172.6301006376913
58611	166.91658864407324
83266	166.55627091966053
11342	162.81556313866054
46494	161.87598760211714
83913	157.95364903869142
46509	157.74507958521627
78782	156.404211697849
82927	154.89113122710316
55879	153.08087767409884
83946	152.98769170061664
85393	152.55435177912443
75593	152.28020917017096
16900	149.42046528386325
72821	138.7872196316264
15746	137.8643278581808
44081	137.62138845960555
9660	136.00758032633098
64685	129.6834743785726
83336	119.02614375686652
83880	118.6215167895502
86881	118.6215167895502
41297	116.81566112059012
86751	115.82035460170881
21791	115.53339493170067
64275	114.58850866146261
11360	112.17972051929553
82198	111.57648663100929
75714	108.00425353106601
67535	107.98994922762867
81788	107.07983309041057
83427	102.35217371487954
24827	100.6813015989106
47225	99.90928714647711
83364	97.95733692713983
55197	96.29259482831581
24350	93.67639963812627
49804	86.3898227670545
24499	82.48236139344053
20126	77.5699442695788
73037	71.53452873661155
35148	65.33717436095789
83339	63.80507738668872
9413	63.16170194732273
22696	58.6922903309246
83268	54.14228720428748
11669	53.763783989294915
63773	50.6405779015624
83428	47.79454401610311
51258	46.44254285175773
22875	40.980241952075644
16655	40.33848347605892
83185	30.889162377351287
58143	30.251366927547295
67400	28.71475094572981
31459	20.97002237081998
